months_as_customer,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,T1GR01,T1GR02,T1GR03,T1GR04,T1GR05,T1GR06,T1GR07,T1GR08,T1GR09,T1GR10,T1GR11,T1GR12,T1GR13,T1GR14,T2GR01,T2GR02,T2GR03,T2GR04,T2GR05,T2GR06,T2GR07,T2GR08,T2GR09,T2GR10,PLGR01,PLGR02,PLGR03,PLGR04,PLGR05,PLGR06,PLGR07,PLGR08,PLGR09,PLGR10
43,38,MALE,PhD,handlers-cleaners,skydiving,other-relative,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,?,61650,6850,6850,47950,Nissan,2006,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1
33,33,FEMALE,Associate,handlers-cleaners,dancing,unmarried,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,?,2,1,?,81400,8140,8140,65120,BMW,1998,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
126,34,FEMALE,Masters,transport-moving,camping,wife,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,2007,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
411,56,FEMALE,College,protective-serv,exercise,other-relative,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,?,0,0,?,38610,3510,3510,31590,Volkswagen,2007,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,37,FEMALE,High School,farming-fishing,yachting,not-in-family,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,?,2,2,NO,57600,9600,9600,38400,Volkswagen,2015,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,35,FEMALE,PhD,protective-serv,kayaking,not-in-family,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,5910,11820,35460,Volkswagen,1996,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,57,FEMALE,JD,craft-repair,skydiving,husband,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,?,2,3,NO,58300,5830,11660,40810,Nissan,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
195,38,MALE,MD,tech-support,video-games,unmarried,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,7180,0,57440,Dodge,2003,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
360,51,MALE,PhD,armed-forces,hiking,not-in-family,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,2000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,49,FEMALE,PhD,farming-fishing,kayaking,wife,2015-01-04,Vehicle Theft,?,Trivial Damage,,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,2001,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,42,MALE,JD,exec-managerial,chess,other-relative,2015-02-20,Parked Car,?,Minor Damage,Police,19,1,?,2,2,?,6490,590,1180,4720,Toyota,2011,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
146,36,FEMALE,Masters,other-service,golf,other-relative,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,5590,5590,44720,Nissan,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,29,MALE,High School,adm-clerical,polo,husband,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,6380,6380,51040,Saab,1998,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,56,MALE,MD,farming-fishing,cross-fit,other-relative,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,7270,7270,43620,Saab,1996,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
389,53,MALE,Masters,armed-forces,chess,unmarried,2015-01-01,Vehicle Theft,?,Minor Damage,Police,6,1,NO,1,2,NO,6300,630,1260,4410,Mercedes,2001,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
317,46,MALE,MD,sales,yachting,other-relative,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,19020,19020,66570,Mercedes,1999,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
264,44,MALE,College,exec-managerial,sleeping,wife,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,12700,6350,50800,Ford,1999,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
20,21,FEMALE,Masters,priv-house-serv,polo,other-relative,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,?,62900,12580,6290,44030,Accura,2006,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
116,30,MALE,JD,handlers-cleaners,golf,not-in-family,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,?,59670,6630,6630,46410,Volkswagen,2004,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,40,MALE,JD,armed-forces,camping,unmarried,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,56,MALE,High School,armed-forces,video-games,own-child,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,?,50000,15000,5000,30000,Jeep,2009,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
66,28,MALE,Associate,adm-clerical,exercise,husband,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,?,2,1,?,48290,8780,8780,30730,Nissan,1995,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
128,29,MALE,High School,other-service,golf,husband,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,?,59070,5370,5370,48330,Chevrolet,2003,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
69,24,FEMALE,High School,armed-forces,yachting,other-relative,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,?,0,0,NO,63300,12660,6330,44310,Dodge,2012,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
294,46,MALE,College,prof-specialty,exercise,own-child,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,2013,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
19,29,MALE,JD,transport-moving,cross-fit,not-in-family,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,?,75400,11600,11600,52200,Dodge,2005,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
191,33,MALE,High School,armed-forces,movies,unmarried,2015-02-21,Vehicle Theft,?,Minor Damage,,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,2005,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
4,39,FEMALE,High School,machine-op-inspct,reading,unmarried,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,4510,9020,40590,Jeep,2007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
298,49,MALE,MD,machine-op-inspct,camping,wife,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,2007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
231,43,FEMALE,Masters,adm-clerical,reading,not-in-family,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
338,47,FEMALE,Associate,armed-forces,board-games,own-child,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
261,46,MALE,PhD,prof-specialty,camping,unmarried,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,2013,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
321,44,MALE,Associate,machine-op-inspct,hiking,husband,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,7,1,?,1,2,NO,4680,520,0,4160,Accura,1999,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,32,MALE,College,tech-support,base-jumping,wife,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,2002,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
405,58,MALE,MD,exec-managerial,exercise,not-in-family,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,1997,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
304,49,FEMALE,PhD,craft-repair,camping,own-child,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,2013,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,FEMALE,JD,craft-repair,paintball,other-relative,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,2003,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
26,39,MALE,Masters,tech-support,sleeping,husband,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
202,38,FEMALE,Associate,armed-forces,exercise,husband,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,2005,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
289,48,FEMALE,PhD,handlers-cleaners,board-games,own-child,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,?,1,0,?,42900,8580,0,34320,Accura,1999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
61,26,FEMALE,JD,farming-fishing,skydiving,wife,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,2015,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
334,46,MALE,MD,sales,reading,other-relative,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,1998,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
12,24,FEMALE,PhD,tech-support,paintball,other-relative,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,2011,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
86,29,MALE,High School,prof-specialty,yachting,husband,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,2005,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
83,24,FEMALE,High School,machine-op-inspct,board-games,unmarried,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,2003,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
126,30,MALE,College,sales,golf,unmarried,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,2002,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
209,38,MALE,High School,priv-house-serv,reading,husband,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
283,48,FEMALE,JD,sales,paintball,husband,2015-02-17,Parked Car,?,Trivial Damage,Police,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,2003,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
194,34,MALE,JD,other-service,hiking,not-in-family,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,1997,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
184,38,FEMALE,College,transport-moving,chess,not-in-family,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,2013,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
479,60,FEMALE,College,other-service,cross-fit,husband,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,2001,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
284,48,FEMALE,JD,tech-support,movies,other-relative,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,2001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
65,27,FEMALE,College,adm-clerical,exercise,wife,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,39,MALE,High School,armed-forces,hiking,own-child,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,1999,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
196,41,MALE,JD,protective-serv,camping,other-relative,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,2009,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,43,FEMALE,Associate,tech-support,exercise,unmarried,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,2014,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,43,MALE,JD,transport-moving,hiking,own-child,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,26,FEMALE,PhD,farming-fishing,skydiving,not-in-family,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,2003,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
220,42,MALE,College,farming-fishing,hiking,other-relative,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,2005,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,30,FEMALE,MD,craft-repair,video-games,own-child,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
266,46,FEMALE,Associate,tech-support,skydiving,own-child,2015-01-08,Parked Car,?,Minor Damage,Police,5,1,NO,1,2,?,2160,480,240,1440,Toyota,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
41,26,FEMALE,JD,prof-specialty,exercise,own-child,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,1997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,45,FEMALE,High School,prof-specialty,kayaking,husband,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
285,47,FEMALE,Masters,sales,basketball,other-relative,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,Ford,2013,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
379,54,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,2010,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15,34,FEMALE,High School,sales,video-games,other-relative,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,2010,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
354,48,FEMALE,Masters,sales,exercise,unmarried,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,1995,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
342,53,FEMALE,College,prof-specialty,dancing,not-in-family,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,2000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
169,38,MALE,PhD,craft-repair,skydiving,own-child,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
339,49,MALE,JD,adm-clerical,paintball,not-in-family,2015-01-18,Vehicle Theft,?,Minor Damage,,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,2009,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,42,FEMALE,PhD,armed-forces,sleeping,wife,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,2006,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
65,23,FEMALE,College,sales,dancing,wife,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,2005,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
254,46,MALE,MD,tech-support,basketball,husband,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,2004,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
440,55,FEMALE,Associate,priv-house-serv,reading,other-relative,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,1995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,63,MALE,High School,adm-clerical,paintball,own-child,2015-02-21,Parked Car,?,Minor Damage,,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,2007,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
230,44,FEMALE,College,prof-specialty,hiking,other-relative,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,2015,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,30,FEMALE,PhD,other-service,reading,wife,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,2011,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
239,41,FEMALE,JD,farming-fishing,paintball,other-relative,2015-02-18,Parked Car,?,Trivial Damage,Police,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,31,FEMALE,MD,prof-specialty,paintball,husband,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,2014,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
37,25,FEMALE,Masters,protective-serv,golf,not-in-family,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,1996,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,40,MALE,MD,prof-specialty,yachting,husband,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,?,43280,0,5410,37870,Honda,1996,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
131,29,FEMALE,Associate,sales,paintball,own-child,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,2003,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
230,43,MALE,MD,prof-specialty,board-games,wife,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,?,0,2,?,75460,13720,13720,48020,Audi,2002,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,50,MALE,MD,armed-forces,polo,unmarried,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,1995,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
